"","group","Benchmark","value","timestamp","backend","commit","mean_time","max_time","min_time"
"31","bench_insert","diesel",1,2021-06-07 04:48:09,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",1086540.91923133,1981878,889265.653061224
"32","bench_insert","diesel",1,2021-06-08 04:24:38,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",608966.914615409,1015664,528302.181034483
"33","bench_insert","diesel",1,2021-06-09 04:21:11,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",1034878.73867715,2272226,746942.184782609
"34","bench_insert","diesel",1,2021-06-10 04:14:24,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",615706.337510412,1091600.5,539459.77027027
"35","bench_insert","diesel",1,2021-06-11 04:11:52,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",619187.018044541,1257011.04,531445.886666667
"36","bench_insert","diesel",1,2021-06-12 04:16:44,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",994580.079482487,2403573.75,841585.155737705
"37","bench_insert","diesel",1,2021-06-13 04:13:18,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",897139.177350013,3945899.5,705855.375
"38","bench_insert","diesel",1,2021-06-14 04:12:33,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",759428.254902875,1388158.62962963,648607
"39","bench_insert","diesel",1,2021-06-15 04:19:01,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",1246150.60995025,2038812,1061865.05882353
"40","bench_insert","diesel",1,2021-06-16 04:16:57,"mysql","3e8fd4d7ce257830f1735e9a31c9a5f0fb0d777f",938823.828955865,1680908.1,736121.448275862
"41","bench_insert","diesel",1,2021-06-17 04:15:19,"mysql","dde4a682b5603e48d87de8d0ccb1e13d3f8f6c2f",1211047.11733937,2479237,689082.081081081
"42","bench_insert","diesel",1,2021-06-18 04:13:46,"mysql","dde4a682b5603e48d87de8d0ccb1e13d3f8f6c2f",652483.166437232,1338706.5,557311.265432099
"43","bench_insert","diesel",1,2021-06-19 04:20:11,"mysql","dde4a682b5603e48d87de8d0ccb1e13d3f8f6c2f",1290543.68550849,2483134,1070612.60869565
"44","bench_insert","diesel",1,2021-06-20 04:19:58,"mysql","dde4a682b5603e48d87de8d0ccb1e13d3f8f6c2f",1427389.40085209,2365315,1182918.25
"45","bench_insert","diesel",1,2021-06-21 04:27:56,"mysql","dde4a682b5603e48d87de8d0ccb1e13d3f8f6c2f",2389542.16238095,3513137.33333333,1206760.28571429
"46","bench_insert","diesel",1,2021-06-23 04:13:08,"mysql","5cb2c198da238bdf90d295c71d6e15c19261df04",722296.898532332,1308565,628153.325
"47","bench_insert","diesel",1,2021-06-24 04:13:01,"mysql","5cb2c198da238bdf90d295c71d6e15c19261df04",814437.766667462,1419318.5,668368.517857143
"48","bench_insert","diesel",1,2021-06-25 04:25:58,"mysql","5cb2c198da238bdf90d295c71d6e15c19261df04",2126951.60882327,8751558,1305033.7027027
"49","bench_insert","diesel",1,2021-06-26 04:17:24,"mysql","b048d6edc4abefc771163469191701cad2d32af4",940612.578882153,1552991,783462.183333333
"50","bench_insert","diesel",1,2021-06-27 04:19:52,"mysql","b048d6edc4abefc771163469191701cad2d32af4",1230341.37771471,2134734.5,1105118.09803922
"51","bench_insert","diesel",1,2021-06-28 04:20:32,"mysql","b048d6edc4abefc771163469191701cad2d32af4",1313418.03377106,6739351,959724.642857143
"52","bench_insert","diesel",1,2021-06-30 04:23:14,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1623867.71651907,3963458,1309911.92857143
"53","bench_insert","diesel",1,2021-07-01 04:19:00,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1264156.83301435,2796413,779894.647058823
"54","bench_insert","diesel",1,2021-07-02 04:18:41,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1212494.17311211,2170825,887631.642857143
"55","bench_insert","diesel",1,2021-07-03 04:19:55,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1440498.44377565,1820286.45454545,1108338.54666667
"56","bench_insert","diesel",1,2021-07-04 04:11:11,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",731369.23818949,1520165.5,636207.25
"57","bench_insert","diesel",1,2021-07-05 04:22:57,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1627312.34528557,6412009,1313378.23333333
"58","bench_insert","diesel",1,2021-07-06 04:14:40,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1372712.22738435,2391308.33333333,861322.770833333
"59","bench_insert","diesel",1,2021-07-07 04:23:17,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1618770.83640508,2871088.05555556,1255985.52380952
"60","bench_insert","diesel",1,2021-07-08 04:17:09,"mysql","72bfb356b8038e993634f095b57e54fdf1cfd8f9",1215614.28137235,2456432,890165.929824561
"61","bench_insert","diesel",1,2021-07-09 04:22:35,"mysql","83ffef7b49d026480850f775fc8d0e53514e4987",2030664.06548416,3369500,1598218.8125
"62","bench_insert","diesel",1,2021-07-10 04:10:14,"mysql","83ffef7b49d026480850f775fc8d0e53514e4987",622174.976817019,1278416,531347.418604651
"63","bench_insert","diesel",1,2021-07-11 04:18:11,"mysql","83ffef7b49d026480850f775fc8d0e53514e4987",1276618.39959808,2124190.33333333,1069640.12820513
"64","bench_insert","diesel",1,2021-07-13 04:21:26,"mysql","83ffef7b49d026480850f775fc8d0e53514e4987",1615505.62550277,2989022,1305064.08064516
"65","bench_insert","diesel",1,2021-07-14 04:17:16,"mysql","dfa8182f3c0db3b089f7d539322938a55d25ab2a",945152.446743877,1529606,777640.505434783
"66","bench_insert","diesel",1,2021-07-15 04:10:30,"mysql","dfa8182f3c0db3b089f7d539322938a55d25ab2a",688419.661903399,1188673,588899.404761905
"67","bench_insert","diesel",1,2021-07-16 04:21:17,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1604680.34808322,4143482.5,1234029.07692308
"68","bench_insert","diesel",1,2021-07-17 04:20:54,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1439771.15925303,2191531,1293354.95959596
"69","bench_insert","diesel",1,2021-07-18 04:23:53,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1685033.22966356,3164047.57142857,1370226.24590164
"70","bench_insert","diesel",1,2021-07-19 04:17:32,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1104811.53564427,1875024.63636364,860468.954545455
"71","bench_insert","diesel",1,2021-07-20 04:18:03,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1246859.04810876,3016442,861076.027777778
"72","bench_insert","diesel",1,2021-07-21 04:18:58,"mysql","02c79a6536bfeedaea88a98d61e7329aabb5ba31",1248404.46942621,2441651.87878788,1092009.55555556
"73","bench_insert","diesel",1,2021-07-22 04:23:02,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1486033.8656116,2111323.26666667,1198810.34482759
"74","bench_insert","diesel",1,2021-07-23 04:23:30,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1675056.97523467,2419552.2,1189556.03333333
"75","bench_insert","diesel",1,2021-07-24 04:19:11,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1515673.89099919,6504736,1211750.4375
"76","bench_insert","diesel",1,2021-07-26 04:21:13,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1522311.01025793,5785340.37037037,1016709.38235294
"77","bench_insert","diesel",1,2021-07-27 04:18:57,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1224458.3672249,2152884,918045.95
"78","bench_insert","diesel",1,2021-07-28 04:19:55,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1655367.64462615,2821992.97368421,1355384.54444444
"79","bench_insert","diesel",1,2021-07-29 04:14:10,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1137996.04308496,2419481.26829268,930061.333333333
"80","bench_insert","diesel",1,2021-07-30 04:17:56,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1445406.10196137,3668545.3125,1214856.68421053
"81","bench_insert","diesel",1,2021-07-31 04:21:31,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1667785.05236928,2130046.62886598,1323992.75
"82","bench_insert","diesel",1,2021-08-01 04:19:41,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1562837.01824868,3140001,1215241.70731707
"83","bench_insert","diesel",1,2021-08-02 04:16:40,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",836237.498480975,3395593.5,700360.819444444
"84","bench_insert","diesel",1,2021-08-03 04:24:42,"mysql","90935821477ef8fc80385cd5e608e7a93f531014",1736080.17152242,3320685.83333333,1329219.11428571
"85","bench_insert","diesel",1,2021-08-04 04:21:44,"mysql","8ba1f9e376d9b8c926a91b1417a110c42c70a860",1481092.43164372,2008565,1306720.91139241
"86","bench_insert","diesel",1,2021-08-05 04:16:24,"mysql","8ba1f9e376d9b8c926a91b1417a110c42c70a860",804522.429630341,1462300.33333333,695830.289156627
"87","bench_insert","diesel",1,2021-08-06 04:13:22,"mysql","8ba1f9e376d9b8c926a91b1417a110c42c70a860",769743.491916146,1447686.5,664285.857142857
"88","bench_insert","diesel",1,2021-08-07 04:22:52,"mysql","8ba1f9e376d9b8c926a91b1417a110c42c70a860",1905367.4999199,5642832,1341416.77011494
"89","bench_insert","diesel",1,2021-08-08 04:15:42,"mysql","6e46d08d1a745dff513707cada690dac8246cf98",934562.889484777,3756895.5,770041.210526316
"90","bench_insert","diesel",1,2021-08-09 04:11:34,"mysql","6e46d08d1a745dff513707cada690dac8246cf98",639694.608483913,1082758.54464286,560565.89673913
"91","bench_insert","diesel",1,2021-08-10 04:15:16,"mysql","6e46d08d1a745dff513707cada690dac8246cf98",1206185.96374053,1839100,1041429.8245614
"92","bench_insert","diesel",1,2021-08-11 04:13:23,"mysql","6e46d08d1a745dff513707cada690dac8246cf98",771855.8545931,1583353,671971.711538462
"93","bench_insert","diesel",1,2021-08-12 04:19:13,"mysql","6e46d08d1a745dff513707cada690dac8246cf98",1283324.27847567,2310818,948931.966666667
"94","bench_insert","diesel",1,2021-08-13 04:21:22,"mysql","17f0bc8e6509d827b529f132c7be1e0ac702fe57",991704.829469762,1613064.5,885310.557142857
"95","bench_insert","diesel",1,2021-08-14 04:22:08,"mysql","17f0bc8e6509d827b529f132c7be1e0ac702fe57",1470507.66181735,5087700.6,1088676.175
"96","bench_insert","diesel",1,2021-08-15 04:19:28,"mysql","17f0bc8e6509d827b529f132c7be1e0ac702fe57",1492244.4729828,3326764.02173913,1028271.45744681
"97","bench_insert","diesel",1,2021-08-16 04:23:13,"mysql","17f0bc8e6509d827b529f132c7be1e0ac702fe57",1361335.72641811,2647675.75,964933.692307692
"98","bench_insert","diesel",1,2021-08-17 04:13:23,"mysql","3640bc6144037a942dacc7ae98fc550bc156bec8",791147.511274165,2563786.96153846,607529.262711864
"99","bench_insert","diesel",1,2021-08-18 04:10:50,"mysql","3640bc6144037a942dacc7ae98fc550bc156bec8",573557.307954338,1167909.5,478330.609756098
"100","bench_insert","diesel",1,2021-08-19 04:19:36,"mysql","6eae69f3e60b45c383927336b48b6ee860a71e00",1194080.25919662,1899955.09090909,825485.307692308
"101","bench_insert","diesel",1,2021-08-20 04:19:44,"mysql","6eae69f3e60b45c383927336b48b6ee860a71e00",1480949.68046555,2919800,1237063.75
"102","bench_insert","diesel",1,2021-08-21 04:21:33,"mysql","6eae69f3e60b45c383927336b48b6ee860a71e00",1263534.87857311,1853410.5,1136043.84946237
"103","bench_insert","diesel",1,2021-08-22 04:23:36,"mysql","6eae69f3e60b45c383927336b48b6ee860a71e00",1261820.02579203,2215195.5,1058111.10752688
"104","bench_insert","diesel",1,2021-08-23 04:17:34,"mysql","6eae69f3e60b45c383927336b48b6ee860a71e00",1105599.83751492,2953747.40909091,650459.666666667
"105","bench_insert","diesel",1,2021-08-24 04:20:42,"mysql","d2d7ffb5039e3ed1bee0abf96f566e2dd39842b8",1311150.58113855,2016229.6,939549.790697674
"106","bench_insert","diesel",1,2021-08-25 04:08:30,"mysql","d2d7ffb5039e3ed1bee0abf96f566e2dd39842b8",1040312.14096131,2546718,580086.815217391
"107","bench_insert","diesel",1,2021-08-26 04:10:04,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",701332.677161546,1807033.5,595774.685714286
"108","bench_insert","diesel",1,2021-08-27 04:17:37,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1577079.86696381,2432189.57446809,1216535.33333333
"109","bench_insert","diesel",1,2021-08-28 04:18:43,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1296514.69737363,1941032,1133072.5
"110","bench_insert","diesel",1,2021-08-29 04:08:15,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",576459.347531796,1401120.5,480929.441176471
"111","bench_insert","diesel",1,2021-08-30 04:13:31,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1086954.28987959,2126915,795450.351351351
"112","bench_insert","diesel",1,2021-08-31 04:17:57,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1269198.70551626,2431251.5,1122645.51724138
"113","bench_insert","diesel",1,2021-09-01 04:14:43,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1076585.33611613,2406718,798164.222222222
"114","bench_insert","diesel",1,2021-09-02 04:19:05,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1525459.48320467,2827011.16666667,1165841.38461538
"115","bench_insert","diesel",1,2021-09-03 04:16:59,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1179595.20535574,2186261,996658.0625
"116","bench_insert","diesel",1,2021-09-04 04:18:41,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1254792.53494211,3170038,968687.081081081
"117","bench_insert","diesel",1,2021-09-05 04:20:11,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1485197.69098028,3537267.5,1093440.98809524
"118","bench_insert","diesel",1,2021-09-06 04:16:52,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1290819.89862578,2261427.5,989726.238095238
"119","bench_insert","diesel",1,2021-09-07 04:16:45,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1022788.31872793,3231302.1,851947.388888889
"120","bench_insert","diesel",1,2021-09-08 04:20:09,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1364247.2758185,5891469.11111111,987697.528301887
"121","bench_insert","diesel",1,2021-09-09 04:16:14,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1051541.49730665,1831802,914702.838383838
"122","bench_insert","diesel",1,2021-09-10 04:22:01,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",1391243.70906245,2249915,1162389
"123","bench_insert","diesel",1,2021-09-11 04:14:19,"mysql","a39dd2ebc5acccb8cde73d40b0d81dde3e073170",780612.597965444,1611758.82608696,578455.642857143
"124","bench_insert","diesel",1,2021-09-12 04:18:31,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1392316.40682932,2678682.68,1081882.5
"125","bench_insert","diesel",1,2021-09-13 04:18:25,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1011264.07165017,3852830.5106383,890623.630434783
"126","bench_insert","diesel",1,2021-09-14 04:10:39,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",627769.834952686,1132049.94444444,519975.107142857
"127","bench_insert","diesel",1,2021-09-15 04:16:18,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",922531.879331446,1339106.5,745966
"128","bench_insert","diesel",1,2021-09-16 04:17:01,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",853708.549879863,1606829.5,709362.887096774
"129","bench_insert","diesel",1,2021-09-17 04:19:26,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1107265.61203659,2297547,871669.989690722
"130","bench_insert","diesel",1,2021-09-18 04:21:39,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1274928.34711274,2419062.25,1066418.16666667
"131","bench_insert","diesel",1,2021-09-19 04:15:56,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1611657.3345407,2191165.45454545,1282607.82926829
"132","bench_insert","diesel",1,2021-09-20 04:12:38,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1441274.98770622,2209243,932008.647058823
"133","bench_insert","diesel",1,2021-09-21 04:12:50,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",694819.818270656,1794390,586697.05
"134","bench_insert","diesel",1,2021-09-22 04:11:54,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",968411.880828882,1751902.5,786012.948051948
"135","bench_insert","diesel",1,2021-09-23 04:20:05,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1746590.67021994,4003894,1231534.03571429
"136","bench_insert","diesel",1,2021-09-24 04:15:40,"mysql","a51ebbd712afea1218b3ff417a24509ebab3674a",1213094.57344559,2427129,988406.61
"137","bench_insert","diesel",1,2021-09-25 04:16:51,"mysql","e24b13df93dae537431c3edfaa36b141b94f5362",1378021.54881239,2034579,1028097.24719101
"138","bench_insert","diesel",1,2021-09-26 04:09:52,"mysql","e24b13df93dae537431c3edfaa36b141b94f5362",733571.186147755,1262690.33333333,531682.132911392
"139","bench_insert","diesel",1,2021-09-27 04:15:19,"mysql","e24b13df93dae537431c3edfaa36b141b94f5362",1479535.12971789,4339659.33333333,1067904.60714286
"140","bench_insert","diesel",1,2021-09-28 04:17:54,"mysql","e24b13df93dae537431c3edfaa36b141b94f5362",1570503.45906205,2672762.25714286,1206641.04
"141","bench_insert","diesel",1,2021-09-29 04:17:02,"mysql","e24b13df93dae537431c3edfaa36b141b94f5362",1394229.57572045,2375618.5,1142237.82352941
"142","bench_insert","diesel",1,2021-09-30 04:20:40,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1320069.13654691,2340516.5,1107890.41237113
"143","bench_insert","diesel",1,2021-10-01 04:16:35,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1264659.87331433,2593917.26666667,940623.28125
"144","bench_insert","diesel",1,2021-10-02 04:13:09,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1097499.65536282,2649602,841293.62962963
"145","bench_insert","diesel",1,2021-10-03 04:28:52,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",3633026.893,10750342.65,882244.05
"146","bench_insert","diesel",1,2021-10-04 04:15:34,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1094235.88755357,2542071.82758621,835647.484848485
"147","bench_insert","diesel",1,2021-10-05 04:15:45,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1214844.17018033,1883625,1077662.95
"148","bench_insert","diesel",1,2021-10-06 04:16:54,"mysql","a4a70d9cdc05d722b88ea880781364098071a5e2",1279010.58691865,1951087,1117935.140625
"149","bench_insert","diesel",1,2021-10-07 04:18:54,"mysql","46696c0c19ec5a5796653d4bdb399d115a75c0a9",1152250.80721481,2444007.28787879,943454.690476191
"150","bench_insert","diesel",1,2021-10-08 04:09:49,"mysql","46696c0c19ec5a5796653d4bdb399d115a75c0a9",575245.539671489,1154716.5,476177.942307692
"151","bench_insert","diesel",1,2021-10-09 04:10:31,"mysql","46696c0c19ec5a5796653d4bdb399d115a75c0a9",790179.963699692,1212717,671280
"152","bench_insert","diesel",1,2021-10-10 04:31:07,"mysql","9cb852b17acacbe66b65917247ab51176894b92d",1509858.46168623,2881803,1151020.69230769
"153","bench_insert","diesel",1,2021-10-11 04:11:46,"mysql","9cb852b17acacbe66b65917247ab51176894b92d",819461.204715433,1535711,602782.375
"154","bench_insert","diesel",1,2021-10-12 04:17:53,"mysql","9cb852b17acacbe66b65917247ab51176894b92d",1083606.60952996,1875314,963372.705128205
"155","bench_insert","diesel",1,2021-10-13 04:17:49,"mysql","9cb852b17acacbe66b65917247ab51176894b92d",1284564.74217501,1941002,1075973.82857143
"156","bench_insert","diesel",1,2021-10-14 04:19:28,"mysql","9cb852b17acacbe66b65917247ab51176894b92d",1464264.22332348,6311045,1145928.2
"157","bench_insert","diesel",1,2021-10-15 04:09:20,"mysql","8a3c4391476d92f25a8b48b6c18e4d7197a4a8ef",584287.6808642,1238472.5,499930.522727273
"158","bench_insert","diesel",1,2021-10-20 04:23:58,"mysql","ce77c382d2836f6b385225991cf58cb2d2dd65d6",1342345.12132173,1821522.5,699592.023809524
"159","bench_insert","diesel",1,2021-10-21 04:15:05,"mysql","ce77c382d2836f6b385225991cf58cb2d2dd65d6",968738.928212041,3780318.66666667,611802.13372093
"160","bench_insert","diesel",1,2021-10-22 04:28:04,"mysql","ce77c382d2836f6b385225991cf58cb2d2dd65d6",1211931.34023308,2544829,1021282.89411765
"161","bench_insert","diesel",1,2021-10-23 04:24:19,"mysql","ce77c382d2836f6b385225991cf58cb2d2dd65d6",938060.920175648,1576678,758432.596491228
"162","bench_insert","diesel",1,2021-10-24 04:32:15,"mysql","ce77c382d2836f6b385225991cf58cb2d2dd65d6",2463876.20954545,3535483.68181818,1411859.86363636
"163","bench_insert","diesel",1,2021-10-25 04:22:53,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",909602.692934387,1931274,689310.975
"164","bench_insert","diesel",1,2021-10-26 05:58:40,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",14428690.914,67805676.6,8526820
"165","bench_insert","diesel",1,2021-10-28 04:20:52,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",710519.545777711,1074234.13953488,563047.7
"166","bench_insert","diesel",1,2021-10-29 04:17:58,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",645827.697128701,1110815.5,539856.676470588
"167","bench_insert","diesel",1,2021-10-30 04:27:39,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",1226769.42614986,2114490,1057023.51515152
"168","bench_insert","diesel",1,2021-10-31 04:24:03,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",1103373.80596031,2095162,753250.16
"169","bench_insert","diesel",1,2021-11-01 04:20:28,"mysql","54122fb305daf12d3f05ff174a8024dec6323318",825271.371513123,1404568.5,700139.4
"170","bench_insert","diesel",1,2021-11-02 04:26:26,"mysql","3c9b21e67d498df7d86aed75345c00802d15192b",1083756.87137898,6842467,846421.698979592
"171","bench_insert","diesel",1,2021-11-03 04:27:14,"mysql","b2c58897c39c519a946314bd5b63765d3af56204",1259835.17775876,1958790,1029900.2173913
"172","bench_insert","diesel",1,2021-11-04 04:21:39,"mysql","b2c58897c39c519a946314bd5b63765d3af56204",1028082.7715649,2259824,628447.047619048
"173","bench_insert","diesel",1,2021-11-05 04:31:40,"mysql","b2c58897c39c519a946314bd5b63765d3af56204",2183130.11521739,5637731.82608696,1274837.56521739
